security_id,trading_symbol,company_name,lot_size,tick_size
17945,COHANCE,COHANCE LIFESCIENCES LTD,1.0,10.0
15141,COLPAL,COLGATE PALMOLIVE LTD.,1.0,10.0
13198,COMMOIETF,ICICIPRAMC - ICICICOMMO,1.0,1.0
31138,COMPUSOFT,COMPUCOM SOFTWARE LTD,1.0,1.0
21578,COMSYN,COMMERCIAL SYN BAGS LTD,1.0,1.0
4749,CONCOR,CONTAINER CORP OF IND LTD,1.0,5.0
18060,CONCORDBIO,CONCORD BIOTECH LIMITED,1.0,10.0
10238,CONFIPET,CONFIDENCE PETRO IND LTD.,1.0,1.0
10512,CONS,KOTAKMAMC - KOTAKCONS,1.0,1.0
11731,CONSOFINVT,CONSO. FIN. & HOLD. LTD.,1.0,1.0
2435,CONSUMBEES,NIP IND ETF CONSUMPTION,1.0,1.0
28969,CONSUMER,MIRAEAMC - CONSUMER,1.0,1.0
6446,CONSUMIETF,ICICIPRAMC - ICICICONSU,1.0,1.0
17477,CONTROLPR,CONTROL PRINT LIMITED,1.0,5.0
4007,CORALFINAC,CORAL INDIA FIN & HOUS LT,1.0,1.0
15271,CORDSCABLE,CORDS CABLE INDUS LTD.,1.0,1.0
739,COROMANDEL,COROMANDEL INTERNTL. LTD,1.0,10.0
742,COSMOFIRST,COSMO FIRST LIMITED,1.0,10.0
20086,CPCAP,CP CAPITAL LIMITED,1.0,1.0
2328,CPSEETF,CPSE ETF,1.0,1.0
2854,CRAFTSMAN,CRAFTSMAN AUTOMATION LTD,1.0,50.0
11155,CREATIVE,CREATIVE NEWTECH LIMITED,1.0,5.0
9384,CREATIVEYE,CREATIVE EYE LIMITED,1.0,1.0
4421,CREDITACC,CREDITACCESS GRAMEEN LTD,1.0,10.0
13900,CREST,CREST VENTURES LIMITED,1.0,5.0
757,CRISIL,CRISIL LTD,1.0,50.0
17094,CROMPTON,CROMPT GREA CON ELEC LTD,1.0,5.0
8083,CROWN,CROWN LIFTERS LIMITED,1.0,1.0
14966,CSBBANK,CSB BANK LIMITED,1.0,5.0
10350,CSLFINANCE,CSL FINANCE LIMITED,1.0,5.0
5701,CUB,CITY UNION BANK LTD,1.0,1.0
4064,CUBEXTUB,CUBEX TUBINGS LTD,1.0,1.0
1901,CUMMINSIND,CUMMINS INDIA LTD,1.0,10.0
18520,CUPID,CUPID LIMITED,1.0,1.0
5748,CYIENT,CYIENT LIMITED,1.0,10.0
17187,CYIENTDLM,CYIENT DLM LIMITED,1.0,5.0
772,DABUR,DABUR INDIA LTD,1.0,5.0
8075,DALBHARAT,DALMIA BHARAT LIMITED,1.0,10.0
781,DALMIASUG,DALMIA BHARAT SUG IN LTD,1.0,5.0
28662,DAMCAPITAL,DAM CAPITAL ADVISORS LTD,1.0,5.0
17541,DAMODARIND,DAMODAR INDUSTRIES LTD,1.0,1.0
11423,DATAMATICS,DATAMATICS GLOBAL SER LTD,1.0,5.0
7358,DATAPATTNS,DATA PATTERNS INDIA LTD,1.0,10.0
21794,DAVANGERE,DAVANGERE SUGAR COMPANY L,1.0,1.0
17881,DBCORP,D.B.CORP LTD,1.0,5.0
25892,DBEIL,DEEPAK BUILDERS & ENG I L,1.0,1.0
18086,DBL,DILIP BUILDCON LIMITED,1.0,5.0
18124,DBREALTY,VALOR ESTATE LIMITED,1.0,1.0
31107,DBSTOCKBRO,DB (INT) STOCK BROKERS,1.0,1.0
21704,DCAL,DISHMAN CARBO AMCIS LTD,1.0,5.0
13725,DCBBANK,DCB BANK LIMITED,1.0,1.0
11566,DCI,DC INFOTECH AND COMUN LTD,1.0,5.0
805,DCM,DCM LTD,1.0,1.0
11039,DCMNVL,DCM NOUVELLE LIMITED,1.0,1.0
811,DCMSHRIRAM,DCM SHRIRAM LIMITED,1.0,10.0
7325,DCMSRIND,DCM SHRIRAM IND LTD,1.0,1.0
817,DCW,DCW LTD,1.0,1.0
11895,DCXINDIA,DCX SYSTEMS LIMITED,1.0,5.0
29098,DDEVPLSTIK,DDEV PLASTIKS IND LTD,1.0,5.0
14838,DECCANCE,DECCAN CEMENTS LIMITED,1.0,5.0
24154,DEEDEV,DEE DEVELOPMENT ENG LTD,1.0,5.0
827,DEEPAKFERT,DEEPAK FERTILIZERS & PETR,1.0,10.0
19943,DEEPAKNTR,DEEPAK NITRITE LTD,1.0,10.0
3292,DEEPINDS,DEEP INDUSTRIES LIMITED,1.0,5.0
9599,DELHIVERY,DELHIVERY LIMITED,1.0,5.0
15044,DELTACORP,DELTA CORP LIMITED,1.0,1.0
1214,DELTAMAGNT,DELTA MANUFACTURING LTD,1.0,1.0
17722,DEN,DEN NETWORKS LTD,1.0,1.0
4279,DENORA,DE NORA INDIA LIMITED,1.0,5.0
29256,DENTA,DENTA WATER N INFRA SOL L,1.0,5.0
8146,DEVIT,DEV INFO TECHNOLOGY LTD,1.0,1.0
5373,DEVYANI,DEVYANI INTERNATIONAL LTD,1.0,1.0
10346,DGCONTENT,DIGICONTENT LIMITED,1.0,1.0
857,DHAMPURSUG,DHAMPUR SUGAR MILLS LTD.,1.0,1.0
11359,DHANBANK,DHANLAXMI BANK LIMITED,1.0,1.0
15384,DHANI,DHANI SERVICES LIMITED,1.0,1.0
24409,DHANUKA,DHANUKA AGRITECH LTD,1.0,10.0
13001,DHARMAJ,DHARMAJ CROP GUARD LTD,1.0,1.0
22233,DHUNINV,DHUNSERI INVESTMENTS LTD,1.0,10.0
18543,DIACABS,DIAMOND POWER INFRA LTD,1.0,1.0
18644,DIAMINESQ,DIAMINES & CHEMICALS LTD,1.0,5.0
21840,DIAMONDYD,PRATAAP SNACKS LIMITED,1.0,10.0
703,DICIND,DIC INDIA LIMITED,1.0,5.0
25672,DIFFNKG,DIFFUSION ENGINEERS LTD,1.0,5.0
21247,DIGIDRIVE,DIGIDRIVE DISTRIBUTORS L,1.0,1.0
16683,DIGISPICE,DIGISPICE TECHNOLOGIES LT,1.0,1.0
14479,DIVGIITTS,DIVGI TORQTRANSFER SYST L,1.0,5.0
10940,DIVISLAB,DIVI S LABORATORIES LTD,1.0,50.0
2636,DIVOPPBEES,NIP IND ETF DIV OPP,1.0,1.0
21690,DIXON,DIXON TECHNO (INDIA) LTD,1.0,100.0
12749,DJML,DJ MEDIAPRINT & LOG LTD,1.0,1.0
14732,DLF,DLF LIMITED,1.0,5.0
17851,DLINKINDIA,D-LINK INDIA LTD,1.0,5.0
19913,DMART,AVENUE SUPERMARTS LIMITED,1.0,10.0
6973,DMCC,DMCC SPECIALITY CHEMICALS,1.0,5.0
641,DNAMEDIA,DILIGENT MEDIA CORP LTD.,1.0,1.0
4822,DODLA,DODLA DAIRY LIMITED,1.0,10.0
12124,DOLATALGO,DOLAT ALGOTECH LIMITED,1.0,1.0
20560,DOLLAR,DOLLAR INDUSTRIES LIMITED,1.0,5.0
20551,DOMS,DOMS INDUSTRIES LIMITED,1.0,10.0
13839,DONEAR,DONEAR IND. LIMITED,1.0,1.0
936,DPABHUSHAN,D. P. ABHUSHAN LIMITED,1.0,10.0
15419,DPSCLTD,DPSC LIMITED,1.0,1.0
16900,DPWIRES,D P WIRES LIMITED,1.0,5.0
2645,DRCSYSTEMS,DRC SYSTEMS INDIA LIMITED,1.0,1.0
10859,DREAMFOLKS,DREAMFOLKS SERVICES LTD,1.0,5.0
11271,DREDGECORP,DREDGING CORP OF INDIA,1.0,5.0
881,DRREDDY,DR. REDDY S LABORATORIES,1.0,10.0
25690,DSSL,DYNACONS SYS & SOLN LTD,1.0,10.0
6227,DTIL,DHUNSERI TEA & IND. LTD.,1.0,1.0
28952,DUCON,DUCON INFRATECHNOLOGIES L,1.0,1.0
15214,DVL,DHUNSERI VENTURES LIMITED,1.0,5.0
11667,DWARKESH,DWARIKESH SUGAR IND LTD,1.0,1.0
10417,DYCL,DYNAMIC CABLES LIMITED,1.0,5.0
4525,DYNAMATECH,DYNAMATIC TECHNOLOGIES,1.0,50.0
21314,DYNPRO,DYNEMIC PRODUCTS LIMITED,1.0,5.0
8937,E2E,E2E NETWORKS LIMITED,1.0,10.0
2792,EASEMYTRIP,EASY TRIP PLANNERS LTD,1.0,1.0
25258,EBANKNIFTY,EDELAMC - EBANKNIFTY,1.0,1.0
16253,EBBETF0430,EDELAMC - EBBETF0430,1.0,1.0
22239,EBBETF0431,EDELAMC - EBBETF0431,1.0,1.0
13139,EBBETF0433,EDELAMC - EBBETF0433,1.0,1.0
29019,ECAPINSURE,EDELAMC - ECAPINSURE,1.0,1.0
15179,ECLERX,ECLERX SERVICES LTD,1.0,10.0
25060,ECOSMOBLTY,ECOS (INDIA) MOB & HOSP L,1.0,5.0
15119,EDELWEISS,EDELWEISS FIN SERV LTD,1.0,1.0
19933,EGOLD,EDELAMC - EGOLD,1.0,5.0
910,EICHERMOT,EICHER MOTORS LTD,1.0,50.0
916,EIDPARRY,EID PARRY INDIA LTD,1.0,5.0
27213,EIEL,ENVIRO INFRA ENGINEERS L,1.0,1.0
6040,EIFFL,EURO (I) FRESH FOODS LTD,1.0,1.0
15399,EIHAHOTELS,EIH ASSOCIATED HOTELS LTD,1.0,5.0
919,EIHOTEL,EIH LIMITED,1.0,5.0
4040,EIMCOELECO,EIMCO ELECON (INDIA) LTD,1.0,10.0
13091,EKC,EVEREST KANTO CYLINDERLTD,1.0,1.0
8953,ELDEHSG,ELDECO HSG & IND LTD.,1.0,5.0
13643,ELECON,ELECON ENG. CO. LTD,1.0,5.0
928,ELECTCAST,ELECTROSTEEL CASTINGS LTD,1.0,1.0
937,ELGIEQUIP,ELGI EQUIPMENTS LTD,1.0,5.0
13517,EMAMILTD,EMAMI LIMITED,1.0,5.0
10074,EMAMIPAP,EMAMI PAPER MILLS LIMITED,1.0,1.0
14450,EMBDL,EMBASSY DEVELOPMENTS LTD,1.0,1.0
24398,EMCURE,EMCURE PHARMACEUTICALS L,1.0,10.0
11530,EMIL,ELECTRONICS MART IND LTD,1.0,1.0
18142,EMMBI,EMMBI INDUSTRIES LIMITED,1.0,1.0
18593,EMSLIMITED,EMS LIMITED,1.0,5.0
9756,EMUDHRA,EMUDHRA LIMITED,1.0,5.0
25996,EMULTIMQ,EDELAMC - EMULTIMQ,1.0,1.0
18822,ENDURANCE,ENDURANCE TECHNO. LTD.,1.0,10.0
15049,ENERGYDEV,ENERGY DEVE. CO.LTD,1.0,1.0
4907,ENGINERSIN,ENGINEERS INDIA LTD,1.0,1.0
13192,ENIL,ENTERTAIN NET. IND. LTD.,1.0,1.0
22717,ENTERO,ENTERO HEALTHCARE SOLU L,1.0,10.0
22463,EPACK,EPACK DURABLE LIMITED,1.0,5.0
5382,EPIGRAL,EPIGRAL LIMITED,1.0,10.0
981,EPL,EPL LIMITED,1.0,1.0
30121,EQUAL200,MIRAEAMC - EQUAL200,1.0,1.0
757142,EQUAL50,MIRAEAMC - EQUAL50,1.0,1.0
6606,EQUAL50ADD,DSPAMC - DSPNEWETF,1.0,1.0
913,EQUITASBNK,EQUITAS SMALL FIN BNK LTD,1.0,1.0
21154,ERIS,ERIS LIFESCIENCES LIMITED,1.0,10.0
955,ESABINDIA,ESAB INDIA LTD,1.0,50.0
19878,ESAFSFB,ESAF SMALL FINANCE BANK L,1.0,1.0
958,ESCORTS,ESCORTS KUBOTA LIMITED,1.0,10.0
1200,ESG,MIRAEAMC - MAESGETF,1.0,1.0
20257,ESILVER,EDELAMC - ESILVER,1.0,1.0
30323,ESSENTIA,INTEGRA ESSENTIA LIMITED,1.0,1.0
24265,ESTER,ESTER INDUSTRIES LTD,1.0,1.0
5097,ETERNAL,ETERNAL LIMITED,1.0,1.0
9750,ETHOSLTD,ETHOS LIMITED,1.0,10.0
25162,EUREKAFORB,EUREKA FORBES LIMITED,1.0,5.0
999,EUROTEXIND,EUROTEX INDUSTRIES LTD,1.0,1.0
11782,EVEREADY,EVEREADY INDS. IND.  LTD.,1.0,5.0
755881,EVIETF,ICICIPRAMC - EVIETF,1.0,1.0
24461,EVINDIA,MIRAEAMC - EVINDIA,1.0,1.0
17376,EXCEL,EXCEL REALTY N INFRA LTD,1.0,1.0
11471,EXCELINDUS,EXCEL INDUSTRIES LTD,1.0,10.0
22947,EXICOM,EXICOM TELE SYSTEMS LTD,1.0,1.0
676,EXIDEIND,EXIDE INDUSTRIES LTD,1.0,5.0
17486,EXPLEOSOL,EXPLEO SOLUTIONS LIMITED,1.0,10.0
5352,EXXARO,EXXARO TILES LIMITED,1.0,1.0
1008,FACT,FACT LTD,1.0,5.0
1614,FAIRCHEMOR,FAIRCHEM ORGANICS LIMITED,1.0,5.0
12000,FAZE3Q,FAZE THREE LIMITED,1.0,5.0
6198,FCL,FINEOTEX CHEMICAL LIMITED,1.0,1.0
11999,FCSSOFT,FCS SOFTWARE SOLN. LTD.,1.0,1.0
4898,FDC,FDC LIMITED,1.0,5.0
1023,FEDERALBNK,FEDERAL BANK LTD,1.0,1.0
20322,FEDFINA,FEDBANK FINANCIAL SER L,1.0,1.0
8159,FIBERWEB,FIBERWEB INDIA LIMITED,1.0,1.0
13710,FIEMIND,FIEM INDUSTRIES LIMITED,1.0,10.0
24532,FILATEX,FILATEX INDIA LTD,1.0,1.0
1038,FINCABLES,FINOLEX CABLES LTD,1.0,5.0
3744,FINEORG,FINE ORGANIC IND. LTD.,1.0,10.0
12578,FINIETF,ICICIPRAMC-ICICIFIN,1.0,1.0
6579,FINOPB,FINO PAYMENTS BANK LTD,1.0,1.0
1041,FINPIPE,FINOLEX INDUSTRIES LTD,1.0,1.0
24814,FIRSTCRY,BRAINBEES SOLUTIONS LTD,1.0,5.0
12032,FIVESTAR,FIVE-STAR BUS FIN LTD,1.0,5.0
20372,FLAIR,FLAIR WRITING INDUST LTD,1.0,5.0
13750,FLUOROCHEM,GUJARAT FLUOROCHEM LTD,1.0,10.0
5306,FMCGIETF,ICICIPRAMC - ICICIFMCG,1.0,1.0
1190,FMGOETZE,FEDERAL-MOGUL GOETZE (IND,1.0,5.0
6836,FOCUS,FOCUS LIGHTG & FIXTRS LTD,1.0,1.0
6673,FOODSIN,FOODS & INNS LIMITED,1.0,1.0
11573,FORCEMOT,FORCE MOTORS LIMITED,1.0,100.0
14592,FORTIS,FORTIS HEALTHCARE LTD,1.0,5.0
1073,FOSECOIND,FOSECO INDIA LTD,1.0,10.0
14304,FSL,FIRSTSOURCE SOLU. LTD.,1.0,5.0
11932,FUSION,FUSION FINANCE LIMITED,1.0,1.0
12842,G1NSETEST,G1NSETEST,1.0,5.0
1085,GABRIEL,GABRIEL INDIA LTD,1.0,5.0
8828,GAEL,GUJARAT AMBUJA EXPORTS LT,1.0,1.0
4717,GAIL,GAIL (INDIA) LTD,1.0,1.0
25134,GALAPREC,GALA PRECISION ENG LTD,1.0,5.0
1315,GALAXYSURF,GALAXY SURFACTANTS LTD,1.0,10.0
13337,GALLANTT,GALLANTT ISPAT LIMITED,1.0,5.0
20303,GANDHAR,GANDHAR OIL REFINE IND L,1.0,1.0
14116,GANDHITUBE,GANDHI SPL. TUBES LTD,1.0,5.0
6944,GANECOS,GANESHA ECOSPHERE LIMITED,1.0,10.0
5614,GANESHBE,GANESH BENZOPLAST LIMITED,1.0,1.0
14339,GANESHHOUC,GANESH HOUSING CORP LTD,1.0,10.0
4957,GANGAFORGE,GANGA FORGING LIMITED,1.0,1.0
21399,GANGESSECU,GANGES SECURITIES LIMITED,1.0,1.0
1100,GARFIBRES,GARWARE TECH FIBRES LTD,1.0,5.0
25800,GARUDA,GARUDA CONSTRUCT N ENG L,1.0,1.0
17888,GATECH,GACM TECHNOLOGIES LIMITED,1.0,1.0
17,GATECHDVR,GACM TECHNOLOGIES LIMITED,1.0,1.0
8510,GATEWAY,GATEWAY DISTRIPARKS LTD,1.0,1.0
13658,GEECEE,GEECEE VENTURES LIMITED,1.0,5.0
17922,GEEKAYWIRE,GEEKAY WIRES LIMITED,1.0,1.0
2188,GENCON,GENERIC ENG CONS PROJ LTD,1.0,1.0
10905,GENESYS,GENESYS INTL CORPN LTD,1.0,5.0
6600,GENUSPAPER,GENUS P&B LIMITED,1.0,1.0
11905,GENUSPOWER,GENUS POWER INFRASTRU LTD,1.0,5.0
11896,GEOJITFSL,GEOJIT FINANCIAL SER L,1.0,1.0
7862,GEPIL,GE POWER INDIA LIMITED,1.0,5.0
13776,GESHIP,THE GE SHPG.LTD,1.0,5.0
1289,GFLLIMITED,GFL LIMITED,1.0,1.0
1127,GHCL,GHCL LIMITED,1.0,5.0
16696,GHCLTEXTIL,GHCL TEXTILES LIMITED,1.0,1.0
1139,GICHSGFIN,GIC HOUSING FINANCE LTD,1.0,1.0
277,GICRE,GENERAL INS CORP OF INDIA,1.0,5.0
17839,GILLANDERS,GILLANDERS ARBUTHNOT LTD,1.0,1.0
1576,GILLETTE,GILLETTE INDIA LTD,1.0,50.0
3172,GILT5YBEES,RELCAPAMC - NETFGILT5Y,1.0,1.0
1145,GIPCL,GUJ IND POW CO. LTD,1.0,1.0
1186,GLAND,GLAND PHARMA LIMITED,1.0,10.0
1153,GLAXO,GLAXOSMITHKLINE PHARMA LT,1.0,10.0
7406,GLENMARK,GLENMARK PHARMACEUTICALS,1.0,10.0
1415,GLOBAL,GLOBAL EDUCATION LIMITED,1.0,1.0
13735,GLOBALVECT,GLOBAL VEC HELICORP LTD,1.0,1.0
17424,GLOBUSSPR,GLOBUS SPIRITS LTD,1.0,5.0
23590,GLOSTERLTD,GLOSTER LIMITED,1.0,5.0
1168,GMBREW,G M BREWERIES LTD,1.0,5.0
5204,GMDCLTD,GUJARAT MINERAL DEV CORP,1.0,5.0
1570,GMMPFAUDLR,GMM PFAUDLER LIMITED,1.0,10.0
13528,GMRAIRPORT,GMR AIRPORTS LIMITED,1.0,1.0
8529,GMRP&UI,GMR POW AND URBAN INFRA L,1.0,1.0
18571,GNA,GNA AXLES LIMITED,1.0,5.0
1174,GNFC,GUJ NAR VAL FER & CHEM L,1.0,5.0
14687,GOACARBON,GOA CARBON LIMITED,1.0,5.0
3963,GOCLCORP,GOCL CORPORATION LIMITED,1.0,5.0
6964,GOCOLORS,GO FASHION INDIA LTD,1.0,5.0
25941,GODAVARIB,GODAVARI BIOREFINERIES L,1.0,5.0
1181,GODFRYPHLP,GODFREY PHILLIPS INDIA LT,1.0,50.0
1607,GODHA,GODHA CABCON INSULAT LTD,1.0,1.0
23799,GODIGIT,GO DIGIT GENERAL INS LTD,1.0,5.0
144,GODREJAGRO,GODREJ AGROVET LIMITED,1.0,5.0
10099,GODREJCP,GODREJ CONSUMER PRODUCTS,1.0,10.0
10925,GODREJIND,GODREJ INDUSTRIES LTD,1.0,10.0
17875,GODREJPROP,GODREJ PROPERTIES LTD,1.0,10.0
11778,GOKEX,GOKALDAS EXPORTS LTD.,1.0,5.0
16705,GOKUL,GOKUL REFOILS & SOLV LTD,1.0,1.0
14480,GOKULAGRO,GOKUL AGRO RESOURCES LTD,1.0,1.0
14858,GOLD1,KOTAK GOLD ETF,1.0,1.0
30105,GOLD360,360ONEAMC - GOLD360,1.0,5.0
14428,GOLDBEES,NIP IND ETF GOLD BEES,1.0,1.0
22901,GOLDCASE,ZERODHAAMC - GOLDCASE,1.0,1.0
14286,GOLDETF,MIRAEAMC - MAGOLDETF,1.0,1.0
15356,GOLDETFADD,DSPAMC - DSPGOLDETF,1.0,1.0
11971,GOLDIAM,GOLDIAM INTERNATIONAL LTD,1.0,5.0
19679,GOLDIETF,ICICI PRUDENTIAL GOLD ETF,1.0,1.0
14535,GOLDSHARE,UTI GOLD ETF,1.0,5.0
9874,GOLDTECH,AION-TECH SOLUTIONS LTD,1.0,1.0
6125,GOODLUCK,GOODLUCK INDIA LIMITED,1.0,5.0
23066,GOPAL,GOPAL SNACKS LIMITED,1.0,5.0
11787,GOYALALUM,GOYAL ALUMINIUMS LIMITED,1.0,1.0
13409,GPIL,GODAWARI POW & ISP LTD,1.0,1.0
19731,GPPL,GUJARAT PIPAVAV PORT LTD,1.0,1.0
22846,GPTHEALTH,GPT HEALTHCARE LIMITED,1.0,1.0
17685,GPTINFRA,GPT INFRAPROJECTS LTD,1.0,1.0
11872,GRANULES,GRANULES INDIA LIMITED,1.0,5.0
592,GRAPHITE,GRAPHITE INDIA LTD,1.0,5.0
1232,GRASIM,GRASIM INDUSTRIES LTD,1.0,10.0
20534,GRAVITA,GRAVITA INDIA LIMITED,1.0,10.0
1235,GREAVESCOT,GREAVES COTTON LTD.,1.0,1.0
6848,GREENLAM,GREENLAM INDUSTRIES LTD.,1.0,5.0
13810,GREENPANEL,GREENPANEL INDUSTRIES LTD,1.0,5.0
3987,GREENPLY,GREENPLY INDUSTRIES LTD,1.0,5.0
20110,GREENPOWER,ORIENT GREEN POWER CO LTD,1.0,1.0
13560,GRINDWELL,GRINDWELL NORTON LIMITED,1.0,10.0
5054,GRINFRA,G R INFRAPROJECTS LIMITED,1.0,10.0
10871,GRMOVER,GRM OVERSEAS LIMITED,1.0,5.0
17770,GROBTEA,THE GROB TEA COMPANY LTD,1.0,5.0
25758,GROWWDEFNC,GROWWAMC - GROWWDEFNC,1.0,1.0
24798,GROWWEV,GROWWAMC - GROWWEV,1.0,1.0
25872,GROWWGOLD,GROWWAMC - GROWWGOLD,1.0,1.0
25447,GROWWLIQID,GROWWAMC - GROWWLIQID,1.0,1.0
756086,GROWWMOM50,GROWWAMC - GROWWMOM50,1.0,1.0
29872,GROWWN200,GROWWAMC - GROWWN200,1.0,1.0
29527,GROWWRAIL,GROWWAMC - GROWWRAIL,1.0,1.0
756827,GROWWSLVR,GROWWAMC - GROWWSLVR,1.0,1.0
6543,GRPLTD,GRP LIMITED,1.0,10.0
5475,GRSE,GARDEN REACH SHIP&ENG LTD,1.0,10.0
7982,GRWRHITECH,GARWARE HI-TECH FILMS LTD,1.0,10.0
24847,GSEC10ABSL,BIRLASLAMC - GSEC10ABSL,1.0,1.0
13143,GSEC10IETF,ICICIPRAMC - ICICI10GS,1.0,1.0
14938,GSEC10YEAR,MIRAEAMC - MAGS813ETF,1.0,1.0
8342,GSEC5IETF,ICICIPRAMC - ICICI5GSEC,1.0,1.0
1247,GSFC,GUJ STATE FERT & CHEM LTD,1.0,1.0
14599,GSLSU,GLOBAL SURFACES LIMITED,1.0,1.0
13197,GSPL,GUJARAT STATE PETRO LTD,1.0,5.0
15347,GSS,GSS INFOTECH LIMITED,1.0,1.0
1129,GTECJAINX,G-TEC JAINX EDUCATION LTD,1.0,1.0
1162,GTL,GTL LTD,1.0,1.0
13745,GTLINFRA,GTL INFRA.LTD,1.0,1.0
21195,GTPL,GTPL HATHWAY LIMITED,1.0,1.0
11606,GUFICBIO,GUFIC BIOSCIENCES LTD.,1.0,5.0
1267,GUJALKALI,GUJARAT ALKALIES & CHEM,1.0,5.0
14677,GUJAPOLLO,GUJ. APOLLO IND. LTD.,1.0,5.0
10599,GUJGASLTD,GUJARAT GAS LIMITED,1.0,5.0
29731,GUJTHEM,GUJARAT THEMIS BIOSYN LTD,1.0,5.0
4391,GULFOILLUB,GULF OIL LUB. IND. LTD.,1.0,10.0
11581,GULFPETRO,GP PETROLEUMS LIMITED,1.0,1.0
6286,GULPOLY,GULSHAN POLYOLS LIMITED,1.0,1.0
10865,GVPTECH,GVP INFOTECH LIMITED,1.0,1.0
16783,GVT&D,GE VERNOVA T&D INDIA LTD,1.0,10.0
2303,HAL,HINDUSTAN AERONAUTICS LTD,1.0,10.0
48,HAPPSTMNDS,HAPPIEST MINDS TECHNO LTD,1.0,5.0
20854,HAPPYFORGE,HAPPY FORGINGS LIMITED,1.0,5.0
8968,HARIOMPIPE,HARIOM PIPE INDUSTRIES L,1.0,5.0
1313,HARRMALAYA,HARRISON MALAYALAM LTD,1.0,1.0
11162,HARSHA,HARSHA ENGINEERS INT LTD,1.0,5.0
18154,HATHWAY,HATHWAY CABLE & DATACOM,1.0,1.0
3892,HATSUN,HATSUN AGRO PRODUCT LTD.,1.0,5.0
9819,HAVELLS,HAVELLS INDIA LIMITED,1.0,10.0
7457,HAVISHA,SRI HAVISHA HOSP & INFR L,1.0,1.0
13966,HBLENGINE,HBL ENGINEERING LTD,1.0,5.0
4116,HBSL,HB STOCKHOLDINGS LIMITED,1.0,1.0
1375,HCC,HINDUSTAN CONSTRUCTION CO,1.0,1.0
15555,HCG,HEALTHCARE GLOB. ENT. LTD,1.0,5.0
7229,HCLTECH,HCL TECHNOLOGIES LTD,1.0,10.0
4244,HDFCAMC,HDFC AMC LIMITED,1.0,10.0
1333,HDFCBANK,HDFC BANK LTD,1.0,10.0
14230,HDFCBSE500,HDFCAMC - HDFCBSE500,1.0,1.0
19543,HDFCGOLD,HDFC GOLD ETF,1.0,1.0
11241,HDFCGROWTH,HDFCAMC - HDFCGROWTH,1.0,1.0
467,HDFCLIFE,HDFC LIFE INS CO LTD,1.0,5.0
18279,HDFCLIQUID,HDFCAMC - HDFCLIQUID,1.0,1.0
11547,HDFCLOWVOL,HDFCAMC - HDFCLOWVOL,1.0,1.0
14236,HDFCMID150,HDFCAMC - HDFCMID150,1.0,1.0
11538,HDFCMOMENT,HDFCAMC - HDFCMOMENT,1.0,1.0
10619,HDFCNEXT50,HDFCAMC - HDFCNEXT50,1.0,1.0
10633,HDFCNIF100,HDFCAMC - HDFCNIF100,1.0,1.0
22433,HDFCNIFBAN,HDFCAMC - HDFCNIFBAN,1.0,1.0
12101,HDFCNIFIT,HDFCAMC - HDFCNIFIT,1.0,1.0
11591,HDFCNIFTY,HDFCAMC - HDFCNIFTY,1.0,1.0
22595,HDFCPSUBK,HDFCAMC HDFCPSUBK,1.0,1.0
12108,HDFCPVTBAN,HDFCAMC - HDFCPVTBAN,1.0,1.0
11255,HDFCQUAL,HDFCAMC - HDFCQUAL,1.0,1.0
11593,HDFCSENSEX,HDFCAMC - HDFCSENSEX,1.0,1.0
10876,HDFCSILVER,HDFCAMC - HDFCSILVER,1.0,1.0
14233,HDFCSML250,HDFCAMC - HDFCSML250,1.0,1.0
11260,HDFCVALUE,HDFCAMC - HDFCVALUE,1.0,1.0
22592,HEALTHADD,DSPAMC - HEALTHADD,1.0,1.0
3626,HEALTHIETF,ICICIPRAMC - ICICIPHARM,1.0,1.0
6297,HEALTHY,BIRLASLAMC - HEALTHY,1.0,1.0
7425,HECPROJECT,HEC INFRA PROJECTS LTD,1.0,1.0
1336,HEG,HEG LTD,1.0,5.0
2316,HEIDELBERG,HEIDELBERGCEMENT (I) LTD,1.0,1.0
701,HEMIPROP,HEMISPHERE PROP IND LTD,1.0,1.0
15288,HERCULES,HERCULES HOI. LTD.,1.0,1.0
4598,HERITGFOOD,HERITAGE FOODS LTD,1.0,5.0
1348,HEROMOTOCO,HERO MOTOCORP LIMITED,1.0,10.0
7048,HESTERBIO,HESTER BIOSCIENCES LTD,1.0,10.0
715,HEUBACHIND,HEUBACH COLORANTS IND LTD,1.0,5.0
27008,HEXATRADEX,HEXA TRADEX LIMITED,1.0,1.0
29666,HEXT,HEXAWARE TECHNOLOGIES LTD,1.0,5.0
21951,HFCL,HFCL LIMITED,1.0,1.0
1672,HGINFRA,H.G.INFRA ENGINEERING LTD,1.0,10.0
14712,HGS,HINDUJA GLOBAL SOLS. LTD.,1.0,5.0
9668,HIKAL,HIKAL LIMITED,1.0,5.0
1360,HIMATSEIDE,HIMATSINGKA SEIDE LTD,1.0,1.0
1363,HINDALCO,HINDALCO  INDUSTRIES  LTD,1.0,5.0
1372,HINDCOMPOS,HINDUSTAN COMPOSITES LTD.,1.0,5.0
4920,HINDCON,HINDCON CHEMICALS LIMITED,1.0,1.0
17939,HINDCOPPER,HINDUSTAN COPPER LTD,1.0,1.0
21676,HINDMOTORS,HINDUSTAN MOTORS LIMITED,1.0,1.0
1403,HINDOILEXP,HINDUSTAN OIL EXPLORATION,1.0,1.0
